asin,categories/0/0,description,title,price,salesRank/Books,imUrl,genre
28610105,Books,"Mark Bittman, award-winning author of such fundamental books asFishandLeafy Greensand food columnist for theNew York Times('The Minimalist '), has turned in what has to be the weightiest tome of the year. There are more than 900 pages in this sucker--over 1,500 recipes! This isn't just the big top of cookbooks: it's the entire three-ring circus. This isn't just how to cook everything: it's how to cook everything you have ever wanted to have in your mouth. And then some.Bittman starts with Roasted Buttered Nuts and Real Buttered Popcorn, and moves right along, section by section, from the likes of Black Bean Soup (eight different ways), to Beet and Fennel Salad, to Mussels (Portuguese-style over Pasta), to Cream Scones--and he hasn't even reached seafood, poultry, meat, or vegetables yet, let alone desserts. There are 23 sections in this cookbook (!) that reflect directly on the how-to of cooking, be that equipment, technique, or recipe.Every inch of the way the reader finds Bittman's calm, helpful, encouraging voice. 'Anyone can cook, 'he says at the beginning,' and most everyone should.More than a few college kids are going to head off to their first apartments with Bittman's book under arm. More than a few marriages will benefit with this book on the shelf. And anyone who loves cooking and the sound of a great food voice is going to enjoy letting this book fall open where it may. No matter what the page, it's bound to be a tasty and rewarding experience.--Schuyler Ingle",How To Cook Everything: Simple Recipes for Great Food,17.28,62717,http://ecx.images-amazon.com/images/I/51qGSxSCZwL.jpg,Cooking
28609972,Books,"Home alone?The Fifteen-Minute Single Gourmetshows how to shop fast and buy small amounts, then turn fresh ingredients into dishes rarely enjoyed when eating solo chez-vous. Mitchell makes a good case for cooking from scratch, asserting that it's healthier for both body and soul. She then helps you keep kitchen time to a minimum. You really can whip up her Tandoori Chicken, Sole with Currant-Almond Sauce, Zesty Black Bean Soup and 97 other varied dishes in about 15 minutes--and enjoy the results. To keep your larder lean, Mitchell suggests lots of variations for dishes. They handily help you use up ingredients you can't buy in single - serve sizes.There are also loads of tips that help inexperienced cooks and interest those who are more at ease in the kitchen.",,11,,,Cooking
28608380,Books,"If you have a cat, the answer to the title's question is, almost by definition, yes. John Wright, certified animal behaviorist, has spent much of his career making house calls to advise the distraught owners of certifiably crazy felines. He covers a wide range of topics, including multiple-cat households, stress reactions, and the urge to punish. He brings understanding and humor to situations that are not so humorous when they happen to you (e.g., when your cat pees everywhere but in the box) and offers solutions that'll make sense to both you and your cat.",,12,,,Animals
28609883,Books,"The California Pizza Kitchen Cookbook Ever since the first California Pizza Kitchen (CPK) was opened in Beverly Hills in 1985, founders Larry Flax and Rick Rosenfield have been inundated with requests for their creative pizza recipes. As Larry and Rick explain in the introduction, the recipe for their success is simple&#151;take America&#39;s favorite food cravings, like barbecued chicken, shrimp scampi, Peking duck, Thai satay, Southwestern burrito and BLT, and put them on a pizza. Until now, the official recipes were a secret. You could only get their California-style pizza at one of more than 80 CPK restaurants across the country, baked fresh in a wood-burning oven. The California Pizza Kitchen Cookbook includes all of your favorite pizza recipes, right off the menu, including the original BBQ Chicken Pizza, Thai Chicken Pizza, Shrimp Pesto Pizza, Santa Fe Chicken Pizza, and Mixed Grill Vegetarian Pizza. There are more than 25 delicious pizza recipes in all, plus an extra chapter with the creative CPK pastas, salads, soups and appetizers. And don&#39;t forget the dough&#151;you&#39;ll also find recipes for CPK&#39;s Basic Pizza Dough as well as honey-wheat pizza dough, with step-by-step instructions and photographs so even a beginner can master the techniques of tossing dough at home. The best thing about The California Pizza Kitchen Cookbook&#151;maybe even better than their recipe for BBQ Chicken Pizza&#151;is that founders Larry Flax and Rick Rosenfield are donating all of the royalties to charitable organizations across the country. It&#39;s their way of saying thanks to Americans for all of their support. So whether you&#39;re a pizza aficionado and can&#39;t wait to impress your friends with an &quot;anything-goes&quot; pizza party, or you know someone who loves to create food that is on the cutting edge, The California Pizza Kitchen Cookbook is sure to please.",California Pizza Kitchen Cookbook,16.61,359239,http://ecx.images-amazon.com/images/I/61yP9R3e1uL.jpg,Cooking
28610377,Books,,3Complete Idiot's Guide to Winning Through Negotiation,14.25,3173121,http://ecx.images-amazon.com/images/I/51GQ3r-L4QL.jpg,Business
28610156,Books,,Weight Watchers New 365-Day Menu Cookbook: Complete Meals for Every Day of the Year,16.86,138253,http://ecx.images-amazon.com/images/I/6176M2KRJPL.jpg,Cooking
28611187,Books,,10 Minute Guide to Personal Finance for Newlyweds (10 Minute Guides),13.49,2089256,http://ecx.images-amazon.com/images/I/71Z7KEBD4KL.gif,Business
28609867,Books,,Weight Watchers 101 Secrets for Success: Weight Loss Tips From Weight Watchers Leaders,11.62,1980339,http://ecx.images-amazon.com/images/I/81MAX1QQWJL.gif,Health
28608399,Books,"In a welcome effort to convince lawyers to streamline their legalese and improve the comprehensibility of their writing, attorney Faulk and Mehler, who has taught at the University of Denver School of Law, have compiled essentially a grammar and stylebook for the legal profession. The thorough table of contents lists the rules of clear writing, diction, tone, grammar, syntax, punctuation, capitalization, paragraph construction, organization, and format. Drawn mostly from actual legal writing, the examples illustrating these principles point out anachronistic lawyerisms and suggest better alternatives. Otherwise, this book would seem somewhat redundant since so many similar handbooks already exist, such as Strunk and White's classic Elements of Style. A glossary of grammatical terms and a bibliography of books and articles on legal writing conclude the text. A possible candidate for law libraries and law offices.Cathy Sabol, Northern Virginia Community Coll., ManassasCopyright 1994 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.","Elements of Legal Writing: A Guide to the Principles of Writing Clear, Concise,",9.8,571084,http://ecx.images-amazon.com/images/I/415QD9ZHVRL.jpg,Business
28610407,Books,,The Complete Idiot's Guide to Learning Spanish on Your Own,9.45,1250124,http://ecx.images-amazon.com/images/I/516BXDNPZRL.jpg,Dictionary
28611128,Books,,"Frommer's America on Wheels Southwest: Arizona, Colorado, New Mexico, and Utah",16.66,2510436,http://ecx.images-amazon.com/images/I/619Q1JPCXDL.jpg,City Book/Travel Guide
28604008,Books,"One of baseball's real gentlemen and perhaps its only true  revolutionary, Branch Rickey, as president of the Brooklyn Dodgers,  made it his mission to change the game--and with it America--by  obliterating the color line in 1947. As it took an extraordinary man of  will in Jackie Robinson to bear the on-the-field brunt of Rickey's daring,  it took a man of equal resolve and courage to conceive and implement  the plan in the first place. Rickey, creator as well of baseball's farm  system, left a giant and enduring legacy. This slim volume of epigrams  and observations--on character, attitude, and baseball itself--compiled  from his letters, notes, and personal papers is a treasure trove of good  sense, keen insight, and, indeed, some genuine inspiration, a true  reflection of the singular man who penned them.",Branch Rickey's Little Blue Book: Wit and Strategy from Baseball's Last Wise Man,20.36,744437,http://ecx.images-amazon.com/images/I/518Y1GP7RVL.jpg,Sports
28605993,Books,,How You Can Apply for Social Security Disability Benefits,13.99,3555921,http://ecx.images-amazon.com/images/I/51CNR19B9DL.jpg,Self-help
28611608,Books,"After buying hoards of guidebooks to help him ferret out the best places to try out his latest Northwest outdoor pursuit (mountain biking, hiking, kayaking, etc.), author Karl Samson kept wishing for one complete outdoor adventure guide. That's exactly what he's attempted to pull together inOutside Magazine's Adventure Guide to the Pacific Northwest, featuring hundreds of trips, trails, and little-known wild places in Washington and Oregon--from the Cascades to the coast. It would take a committed adventurer years just to get through Samson's listings of his favorites (swimming holes, whale watching sites, day hikes, snowshoeing trails, salt water kayak spots, and such)--a good indication that this book is well stocked. Each chapter covers an area within the region, gets you oriented in &quot;Lay of the Land,&quot; covers &quot;Parks and Other Hot Spots,&quot; &quot;Campgrounds and Other Accommodations,&quot; and &quot;What to Do and Where to Do It.&quot; There is decidedly plenty to do, and those looking for in-depth coverage may find the brevity of the listings off-putting. However, Samson does an excellent job of packing a surprisingly readable amount of information into every one of the 478 pages. Sidebar features offer everything from Internet resources to the hibernation habits of marmots. If you're heading to the Northwest,check it out.--Kathryn True ",,14.99,2715478,http://ecx.images-amazon.com/images/I/6149N0VEXTL.jpg,City Book/Travel Guide
28609328,Books,,Frommer's America on Wheels New England &amp; New York 1997,10,6891543,http://ecx.images-amazon.com/images/I/61NK9PDK1NL.jpg,City Book/Travel Guide
28611934,Books,"Donna Beasleyis the president of Lindsey Publishing, a publisher of African American children's books, and is also a freelance writer and former advertising executive. She lives in Chicago, Illinois.",The Family Reunion Planner,16.52,1122316,http://ecx.images-amazon.com/images/I/51tDDRdvTEL.jpg,Fiction
28610571,Books,,Special Agent: Deputy U.S. Marshal (8th ed),4,4804694,http://ecx.images-amazon.com/images/I/51KA4R50AHL.jpg,Philosophy
28609905,Books,"There's no better antidote to the dreary non-gardening months than a great read, and in this gallery of colorful portraits, Chotzinoff, a columnist for Garden Design, delivers one of the most amusing, eclectic gardening books in recent memory. Curiosity led her to some unusual corners of the U.S.-locales as different as a Louisiana bayou, a New Mexico chile farm, an elegant Virginia estate and Manhattan's wild underbelly to name just a few-where she met with diverse and offbeat gardeners to find out what makes them tick. The result is a series of lively and highly entertaining interviews. Her subjects, sensing a kindred spirit in Chotzinoff, prove a winningly chatty group, and the author makes the most of their willingness to run on about their individual passions-be they rustling roses in Texas, collecting heirloom seeds or growing prize-winning giant tomatoes with names like 'Radiator Charlie's Mortgage Lifter.' Pull the chair up closer to the fire, sit back and enjoy the company. This group is sheer delight.Copyright 1996 Reed Business Information, Inc.",People with Dirty Hands: The Passion for Gardening,26.64,1142964,http://ecx.images-amazon.com/images/I/71fh4qF7ntL.jpg,Gardening
